Date,Institution,Thought,Category,Label
2/15/2023,MAC,"But in the next few months you're going to start to see the US economy weaken and it's going to be in the context of a global economy that might actually continue to strengthen our view. For example, the dollar is predicated on that. We don't think that the weakness in the dollar is over in part because we see a more deeper recession coming in the US and North America generally than we do in the rest of the world.",Economy,Dollar
2/15/2023,MAC,We're as data dependent as ever seen.,Economy,Recession
2/15/2023,MAC,Market is underestimating the amount of credit tightness there is in the US.,Markets,Equity
2/15/2023,MAC,"If you look at the loan officer survey, if you look at the NFIB survey of small business lending, it is collapsing.",Economy,Financial Conditions
2/15/2023,MAC,"It's at recessionary levels, at least with regard to things that are pertinent to the fed, the credit markets, things look recessionary or about to go into a recession in the US.",Economy,Recession
2/15/2023,TEL,"One of the elements of luxury that always makes brands reinvent themselves. They have archives. You can go back and reinvent what was successful in the past with the twist of what's modern in today that appeals to younger consumers, that appeals to an international consumer.",Corporate,Marketing
2/15/2023,TEL,"I think what was interesting about the January sales number is it was broad based very strong. You looked at apparel, you looked at furniture, they showed strength. Big uptick in restaurants.",Economy,Retail Sales
2/15/2023,TEL,"I don't take January as seriously as I take March, April and May. January is about clearing out promotional and clearance goods.",Economy,Retail Sales
2/15/2023,TEL,"You're hearing about retailers having inventory levels that were up 20 and 30% in the third quarter, and now they're down in the fourth quarter. You moved product, some of it at markdowns.",Economy,Retail Sales
2/15/2023,TEL,"Gasoline prices are lower, so people had more discretionary spending.",Economy,Retail Sales
2/15/2023,TEL,"People have been using their savings to live on, given the strength in essentials prices.",Economy,Retail Sales
2/15/2023,TEL,"So how sustainable is this, given the fact that some people are expecting that the savings will go down by the middle or the third quarter of this year.",Economy,Retail Sales
2/15/2023,TEL,I think these rates are extraordinarily high. I think that we will get more moderation as we go to March going forward.,Economy,Interest Rates
2/15/2023,TEL,The other thing we saw is the flip to physical stores.,Economy,Retail Sales
2/15/2023,TEL,"I've heard of some retailers, some categories, looking to maybe reduce prices by 5% or so from the increases they took last year.",Economy,Retail Sales
2/15/2023,TEL,Discretionary sales have moderated given inflationary pressures.,Economy,Retail Sales
2/15/2023,TEL,"The reality is food, rent, cars. All of this is incredibly expensive and really biting into the average American.",Economy,Inflation
2/15/2023,TEL,Companies like Walmart or the dollar store are seeing even more customers with high income households who are trading down.,Economy,Retail Sales
2/15/2023,TEL,"The trade down is real and that's what impacts, I think, the March go forward time period when inflationary pressures moderate.",Policy,Hiking Cycle
2/15/2023,TEL,"I've always learned price clears inventory once again, that's what happened.",Corporate,Balance Sheet
2/15/2023,TEL,They've expanded the categories in order to capture more wallet share while remaining competitive on price share.,Corporate,Pricing
2/15/2023,TEL,I think in 2023 we have more clarity on margins than sales increases.,Corporate,Margins
2/15/2023,TEL,I like Ralph Lauren. I like Deckers.,Investments,Equity
2/15/2023,BIA,I think that the no landing scenario is growing every day. And what is driving that is the labor market.,Economy,Recession
2/15/2023,BIA,"The problem with the labor market is there is no problem with the labor market. And if there isn't a problem with the labor market, the Fed is not going to see a reason to pivot.",Policy,Hiking Cycle
2/15/2023,BIA,"The probability that the Fed raises rates in June to go to five and a half is now gone above 50%. And that's the first time I believe, this cycle that the market has actually gotten ahead of the Fed.",Policy,Hiking Cycle
2/15/2023,BIA,Services are not in disinflation. They look very sticky right now.,Economy,Inflation
2/15/2023,BIA,"40% of the rally in the equity markets is eight stocks. It's the FAANG stocks plus Microsoft, Nvidia and Tesla. It's 2021 all over again.",Markets,Equity
2/15/2023,BIA,Earnings are going to come back that's bullish.,Markets,Equity
2/15/2023,BIA,"The forward PE ratio, the PE ratio of what earnings are expected to be in the next year is 18 and a half. You're not paying a cheap multiple for this market, you're going to pay full for this market.",Markets,Equity
2/15/2023,BIA,"Biggest concern going forward are variable lags, given we're seeing easier financial conditions.",Economy,Interest Rates
2/15/2023,BIA,"Here is the uncomfortable question of maybe the Fed is not at sufficiently restrictive. And that's all we've done in the last year has gone to neutral. That's why we're having a no landing, that's why the inflation rate is being so sticky and that we all assume.",Policy,Hiking Cycle
2/15/2023,BIA,Barely half of the offices in the United States are now occupied five days a week. Everybody's on some kind of range of remote work.,Economy,Labor
2/15/2023,BIA,"Bank of America has put out a lot of statistics about balances in everybody's checking account and they're still very elevated. So a lot of the stimulus money that we saw handed out in 2020 and 2021, especially at the lower income levels, haven't been spent. And so these people still have spending power.",Economy,Consumer Spending
2/15/2023,BIA,"I got to think the Federal Reserve, they look around and go, I don't see any reason to even think about pivot, let alone think about stopping raising rates.",Policy,Hiking Cycle
2/15/2023,BIA,"Look, we just hit 5% yesterday on the six month bill. That is the first treasury security to yield five in 15 years.",Markets,Debt
2/15/2023,BIA,I could get six without taking any risk whatsoever by parking it in a treasury bill or a short term treasury security. That is going to prove to be a lot of competition for the idea that the stock market can continue to roar ahead.,Investments,Bonds
2/15/2023,BIA,Bond markets inversion that you're seeing in the 2-10 spread is somewhat indicative of what's to come with respect to recession and stocks. We could still be a year away from the recession and the yield curve will have worked as an indicator.,Economy,Recession
2/15/2023,BIA,"And I think a lot of people are expecting that in a downturn it's going to be a road right back to zero on interest rates, and we might not see that this time around.",Economy,Recession
2/15/2023,BIA,"If I was to look at it, I look at the more traditional Goldman Sachs type of indicators, and that says that they've eased a lot and then anecdotally with zero DTE options, with meme stocks like Bed Bath and Beyond doubling in a day with the FAANG stock starting to move. It seems like it's a very easy environment right now, and it is not a tight environment, and that should be concerning over at the Fed.",Economy,Financial Conditions
2/15/2023,BIA,"So that's zero days to expiry options at the index level. Really short term stuff. What has happened is that they now list options every day, and they expire every day, and about half the volume is in options that will expire today. I think what it's done is it's created intraday volatility. So, you see, these big swings from yesterday was a great example of it. Right up 1%, down 1%, close around unchanged, day to day volatility.",Markets,Equity
2/15/2023,SHG,I would say there's a massive bet on $100 barrel oil.,Economy,Oil
2/15/2023,SHG,"Oil demand is expected to be strong, as it always we could drain and apparently we are going to drain the SPR because apparently it's a political slush fund.",Economy,Oil
2/15/2023,SHG,Our electric vehicle usage is that in the short hydrocarbon world.,Economy,Oil
2/15/2023,SHG,And we don't have a winter. So we have ideal driving conditions. And yet gasoline demand is still about 4% below a year ago. But we do have to factor out the fact that more people are driving hybrids.,Economy,Oil
2/15/2023,SHG,This economy has a problem because gasoline demand is a tremendous economic leading indicator.,Economy,Oil
2/15/2023,SHG,"The International Energy Agency put out this report this morning saying world oil supply looks set to exceed demand through the first half of 2023, but the ballots could quickly shift to deficit as demand recovers and some Russian output is shut in.",Economy,Oil
2/15/2023,SHG,EVs are great but they're certainly not great for the environment. Ripping up earth to get heavy metals. It will make 100 years of coal mining and oil drilling look like a pin prick of the amount of environmental degradation.,Economy,Oil
2/14/2023,FED,"CPI print is about as expected. Inflation is normalizing, but it's coming down slowly.",Economy,Inflation
2/14/2023,FED,"And I just think there's going to be a lot more persistence to inflation than maybe we'd all want. Part of that is still COVID factors, excess money in people's pockets, supply chain issues, businesses out there still trying to recover lost margin.",Economy,Inflation
2/14/2023,FED,I'm hearing people still out there pushing price and trying to test where the levels of inelasticity really are.,Corporate,Pricing
2/14/2023,FED,One part of the puzzle is inflation coming down. The other part is actually hitting our target. And so it's going to take a while to get to there.,Economy,Inflation
2/14/2023,FED,"I try not to get too wound up in any particular data read, particularly a January data read, large seasonality factors, all that sort of stuff.",Economy,Inflation
2/14/2023,FED,"I do think the lesson of the 70s was very clear, which is don't give up too early. And anything I've read and I've talked to lots of other people who seem to have understood that market, they say if you go back to the Arthur Burns years, it was raise rates, economy weakens, lower rates, inflation comes back stronger.",Economy,Hiking Cycle
2/14/2023,FED,"Outside of mortgage lending and tech, business actually remains pretty sound.",Corporate,Growth
2/14/2023,FED,"And part of it is they really fought hard for 18 months to get workers, and they're really reluctant to shed workers if it turns out that they didn't need to.",Corporate,Labor
2/14/2023,FED,"I do think we've seen in a number of sectors, particularly interest sensitive sectors, particularly sectors where the strength of the dollar matters, you've seen demand move very quickly.",Corporate,Growth
2/14/2023,FED,"If you go in lots of other places, think healthcare for a second, a big part of the economy, it's not at all clear that the rate stuff we've done or are doing is having that much impact on demand.",Corporate,Growth
2/14/2023,FED,"I think we may be looking at an economy more like the one that I remember back in the early 90s, where there was a tightening cycle and different sectors got hit one at a time. It seemed like much more of a rolling situation.",Economy,Recession
2/14/2023,FED,The place that's still screaming tight is skilled trades. We just don't have as many as we need.,Economy,Labor
2/14/2023,FED,We did a bunch of actions we thought important at the time in terms of stimulus and supporting the markets back in 2020. We're now trying to unwind that. Our primary tool is the rate tool not the balance sheet.,Policy,Tools
2/14/2023,FED,"The objective is to unwind the balance sheet expansion that we did and do it in a way that doesn't change any focus on our primary tool, which is the rate tool.",Policy,Tools
2/14/2023,FED,"I do believe that on both the expansion side and the reduction side, it's a lot smaller than some of the estimates you'll see and people talk about the impact of buying more bonds. There's also a signaling effect when you're buying.",Policy,Tools
2/14/2023,FED,I think the signaling effect may actually outweigh the impact of buying the bonds.,Policy,Tools
2/14/2023,FED,"Worries include the possibility of recession, Ukraine and energy prices, debt limit leading to default.",Economy,Recession
2/14/2023,FED,A trillion plus in excess savings still out there. The infrastructure bill is still being deployed.,Economy,Growth
2/14/2023,SAN,I do think there's a lot of seasonal noise in the data we saw with the January employment report.,Economy,Labor
2/14/2023,SAN,"I think the key here really is this housing piece. We're taking that out, it's over 40% of the core CPI.",Economy,Inflation
2/14/2023,SAN,But the broad point is that services prices tend to be very sticky and they've accelerated.,Economy,Inflation
2/14/2023,SAN,"They want to get rates just above 5%, which probably means two more quarter point hikes, and then they want to pause and give it a few months and see what happens.",Policy,Hiking Cycle
2/14/2023,SAN,"But my point being that some of these volatile categories that had been driving down the readings in late 2022 continued in January, and we still got a 4, that as long as shelter costs are going up as rapidly as they have been, it's going to be tough to get inflation down anywhere close to where the Fed would like to see it.",Economy,Inflation
2/14/2023,HAR,"And one thing I think people maybe aren't paying enough attention to is that when inflation comes down, don't be sure interest rates are going to come down as much as people got used to before 19 2022",Economy,Inflation
2/14/2023,HAR,I think the next decade we're going to land at a higher real interest rate before.,Economy,Interest Rates
2/14/2023,HAR,"Well, we had lower financial conditions for longer for a long time because people were scared after the financial crisis. Saving was really high. Investment was really low. Now we've entered an era where debt has really gone up quite a bit, private and public, which leads to some adjustment in the interest rate.",Economy,Financial Conditions
2/14/2023,HAR,"Basically, tighter financial conditions have been bad for markets, and yet an effective tightening has allowed markets to rally that much more. So higher real rates will mean lower asset prices in general.",Economy,Financial Conditions
2/14/2023,HAR,"The real outcome if we have too much debt is that we'll get more inflation at some point. That's what just happened. We just had an effective partial default on debt. Inflation was much higher than anyone was expecting, and that put money in the government's pockets.",Economy,Debt
2/14/2023,ROS,"Inflation is like a race between watching grass grow and paint dry, but it's clearly peaked.",Economy,Inflation
2/14/2023,ROS,I find the supercore fixation basically juvenile. The significant downdraft you're actually seeing in the core good CPI to me that is telling the tale.,Economy,Inflation
2/14/2023,ROS,"Virtually every real macro indicator was negative on a three month basis heading into the end of 2022. And then, bang, we get the non farm payroll number. And it influenced everybody's expectations.",Economy,Recession
2/14/2023,ROS,"But we know that employment, like inflation, is a lagging indicator. It tells you nothing about the future.",Economy,Labor
2/14/2023,ROS,What happened to ADP worst number in 23 months? It was 48 hours before non-farm payroll.,Economy,Labor
2/13/2023,NEB,"With the Fed lowering rates to zero and keeping them there, you were essentially paid to take risk. And so people invested in growth stocks, largely technology stocks. And within technology stocks, the stock that did even the best were those with large revenue growth but negative earnings.",Investments,Stocks
2/13/2023,NEB,"But assuming you take Powell at his word, and he leaves rates up there, then I think the days of just investing in growth stocks and in hyper growth stocks is over now.",Investments,Stocks
2/13/2023,NEB,The rally we've seen here today is somewhat of a last hurrah.,Markets,Equity
2/13/2023,NEB,Next new paradigm of investing could go to a more diversified portfolio. Maybe it goes a lot more to infrastructure related companies.,Investments,Risk Management
2/13/2023,NEB,"I don't think tech will be dead, but it'll be more focused on companies with actual earnings",Investments,Stocks
2/13/2023,NEB,"People will focus on infrastructure companies, they'll be stock picking. That's where I think it'll go.",Investments,Stocks
2/13/2023,NEB,Inflation regime of the next couple of years will be higher stickier.,Economy,Inflation
2/13/2023,NEB,"The major reason why inflation has been low is that the supply chain of developed countries moved out to Asia, China, where the labor and the costs were much cheaper. What COVID proved to everyone was that while that supply chain was cheap, it was also incredibly brittle. So companies realize they can't have a brutal supply chain because it means that if something happens, they'll have no products.",Economy,Inflation
2/13/2023,NEB,When supply chain moves back it'll become resilient but prices will be higher.,Economy,Inflation
2/13/2023,NEB,"If there is a recession, it'll just be a run of the mill recession, not a calamity.",Economy,Recession
2/13/2023,NEB,I don't see a crisis in the banks now.,Economy,Recession
2/13/2023,NEB,"I want to go to a chapter in the Michael Lewis book, The Big Short, which was The Long Quiet. Some would say the long quiet was the artificiality of low, low real rates that we've seen for well in excess of ten years.",Economy,Interest Rates
2/13/2023,NEB,We return to a real rate environment.,Economy,Interest Rates
2/13/2023,NEB,"I think there's a possibility that inflation goes back up. I just sold my used car and had 85,000 miles on it, and I got a price I was shocked by.",Economy,Inflation
2/13/2023,NEB,"I'll tell you one thing that I've been doing lately, which I haven't done in 15 years. Our groups are actually buying bonds, at least some bonds. And when we have cash, we either park it in a money market fund that yields over 4%. Or we even buy three months Treasuries with a yield of 4.6%",Investments,Bonds
2/13/2023,NEB,"So as long as rates stay high, the old paradigm of what was it called? TINA. There is no alternative. It's not true that there's no alternative.",Investments,Bonds
2/13/2023,NEB,"I mean, we tell our clients, you can have something a very short term duration with a yield of 4-5% with zero risk, they're happy to park some cash. Get paid to wait now, quite literally literally 5%? Yes, 5%.",Investments,Bonds
2/13/2023,NEB,"We've bought some minors very recently. It's partially an infrastructure story. If you look at a chart of those stocks, I don't think they've done anything in 20 years.",Investments,Stocks
2/13/2023,NEB,We have a much more diversified portfolio right now.,Investments,Risk Management
2/13/2023,NEB,"There are a few financials, there's healthcare, there's some utilities, which is a story also of infrastructure.",Investments,Stocks
2/13/2023,NEB,"The days where somebody has 40% of their portfolio in tech, I think might be in the past.",Investments,Stocks
2/13/2023,NEB,I do think the age of speculation of that intensity is probably over.,Investments,Stocks
2/13/2023,NEB,"The like I said before, the high revenue growth companies with negative earnings got destroyed last year. They were down 75% to 90%.",Investments,Stocks
2/13/2023,NEB,"If inflation starts to come back and the Fed either raises rates more than people expect or keeps it there, people's taste for such speculation is going to erode. But like I said before, people don't give up paradigms easily. It takes time.",Investments,Stocks
2/13/2023,NEB,I think some people are guilty of becoming married to positions.,Investments,Stocks
2/13/2023,NEB,People have invested in tech stocks for a very long time. They love them. They're married to them. But I don't see being married to stocks.,Investments,Stocks
2/13/2023,MS,Price is about as disconnected from reality as it's been during this bear market.,Markets,Equity
2/13/2023,OPP,I think what we're seeing is that things are actually improving around the world.,Economy,Growth
2/13/2023,OPP,"In terms of Europe, the way things are looking over there, the better than expected earnings so far.",Corporate,Earnings
2/13/2023,OPP,"I think companies are doing their job to navigate a rough environment overall, and we have the Federal Reserve doing the job to end the period of free money and put us back on a more realistic course.",Corporate,Earnings
2/13/2023,OPP,But fundamentals overcome momentum and high leverage.,Investments,Stocks
2/13/2023,OPP,"This is the trading and churning on the market. In the old days, we used to hold stocks for years. Now we hold them for months. We've gone from a five year hold to an average ten month hold.",Investments,Stocks
2/13/2023,OPP,"I think more than ever before, there really is a recognition that there are, you have two different types of investors: you've got the short term crowd and you've got the intermediate long term crowd. Short term evidence of fear and greed and longer term it's need and the realization that investing in innovation, in corporations that that know how to manage their products and their services.",Investments,Stocks
2/13/2023,OPP,Central banks going much further than they previously said they would seems like that's the preeminent concern among a growing number of investors right now.,Policy,Hiking Cycle
2/13/2023,OPP,"But we have to say the central banks are doing their job and are showing remarkable ability to essentially, if not pivot or pause, but to maintain a view that they're going to be vigilant against inflation.",Policy,Hiking Cycle
2/13/2023,OPP,I don't think any central banker around the world wants to be remembered as Arthur Burns is remembered.,Policy,Hiking Cycle
2/13/2023,OPP,"Uncertainty is part of life, and it certainly moves through the market",Markets,Equity
2/13/2023,OPP,"Our target is 4400 for the S&P this year. Our main concerns are on the day to day basis, the ability of the market to oversell as well as to overbuy in the near term.",Markets,Equity
2/13/2023,OPP,You have to curb enthusiasm somewhat and keep a good business mind in terms of what you're investing in and your courage of your convictions.,Investments,Stocks
2/13/2023,TDS,I think the 2-Year is all about that endpoint of the hiking cycle. It's all going to come down to inflation.,Markets,Debt
2/13/2023,TDS,"I think inflation and later on this year, I think it's going to come down to the labor market which is still strong.",Economy,Labor
2/13/2023,TDS,"The Fed is not stopping yet. Two more 25s, I would say there's a decent chance of another 25 and then they pause again.",Policy,Hiking Cycle
2/13/2023,TDS,"I think it's going to depend on how quickly does that service inflation come down, which would allow them to start to cut rates.",Economy,Inflation
2/13/2023,TDS,So I think it's only when we get into that to handle 2.5-3% inflation sustained basis can the Fed start to make policy a little less restrictive.,Policy,Hiking Cycle
2/13/2023,TDS,"I think we are sufficient and restrictive, and I get a lot of pushback on that because the data is strong. But there are lags, long and variable lags. I think we're in that process of lags. The fact that the consumer has so much still accumulated savings has actually widened that lag period.",Policy,Hiking Cycle
2/13/2023,TDS,"I know markets price it in, but for the consumer to actually start to cut back on spending and I think they are starting to cut back.",Economy,Consumer Spending
2/13/2023,TDS,"When those savings run out, in our view, that happens in the second half of the year, that's when the consumer starts to cut back.",Economy,Consumer Spending
2/13/2023,TDS,"So I think policy is restrictive. Real rates, well north of 1%, is going to have an impact on the consumer. I think it just is going to take some time.",Economy,Consumer Spending
2/13/2023,TDS,"I think the last two recessions have been shock led, which is why the market is just waiting for the data to fall apart. I think it's going to be a slow grind.",Economy,Recession
2/13/2023,TDS,"It's like that last mile when you're running that marathon, just you slow down, it feels really long. I think we're in that moment of the market impatient. So that's why we're moving from hard landing, soft landing, no landing.",Economy,Recession
2/13/2023,TDS,"I still think that interest rates, real interest rates, well north of that 50 basis point that we think is normal, that is restrictive. It just is taking a while for that to slow the US economy down.",Economy,Hiking Cycle
2/13/2023,TDS,"So I think what's going to be tricky is, as the economy starts to slow down, can the Fed respond? I don't think we're going to get any fiscal response, in fact, into the debt ceiling. We might actually get some spending cuts. What makes us more nervous about a hard landing is policy is restrictive.",Policy,Hiking Cycle
2/13/2023,TDS,"We wait for the Fed to stop QT to start to cut rates, and we think the inflation environment is going to prevent them from doing that. And so if policy remains restrictive for longer, that soft landing very quickly starts to look like a hard landing. Now, if we're lucky and inflation actually does start to come down, I think the Fed can respond and then we can perhaps get that soft landing.",Policy,Hiking Cycle
2/13/2023,TDS,I do think that yield curve inversion can go more deeper. I think we're getting to that attractive level.,Markets,Debt
2/13/2023,TDS,We could perhaps get closer to 4% on the 10-Year. I think legging into duration now does start to make sense.,Investments,Bonds
2/13/2023,TDS,I would say terminal rate pricing is pretty fair.,Policy,Hiking Cycle
2/13/2023,TDS,"The rate cuts look a little bit early in our view, but I think they are going to have to cut rates next year.",Policy,Hiking Cycle
2/13/2023,TDS,I think you're getting to levels where duration risk is going to look more attractive than equity risk.,Investments,Risk Management
2/13/2023,KRO,"This will be the most anticipated recession we'll have ever had if it materializes. Now it looks less likely to materialize than it did two months ago. But I still think it would be incredibly weird if we didn't get a downturn, given the aggressive rate pace of rate hikes..",Economy,Recession
2/13/2023,KRO,"The labor market has held up really well, and I wonder if that's to some degree a result of labor hoarding.",Economy,Labor
2/13/2023,KRO,We don't really have a great way of measuring labor hoarding. It's mostly anecdotal rather than actual data. But I do think that labor hoarding could change on a dime.,Economy,Labor
2/13/2023,KRO,"If companies feel like their earnings are starting to turn, rates continue to go higher, then I think they might figure, well, maybe we should lay these people off rather than trying to get through this rough period by keeping them on our balance sheet.",Corporate,Labor
2/13/2023,KRO,"And when the labor market declines, that's what will spark a recession.",Economy,Labor
2/13/2023,KRO,"But instead we get a series of rolling recessions where you have manufacturing and contraction while services are expanding significantly. Then services come off, so you get contractions, recessions in individual sectors, just not all at the same time.",Economy,Recession
2/13/2023,KRO,Given that there won't be one big shock that brings down the acceleration in prices and that you could still get growth in other areas that keep propping up pricing power. So I think that means that inflation will be difficult to bring down.,Economy,Inflation
2/13/2023,KRO,"Inflation is going to be a whole lot harder getting from 6% to 2% inflation. Particularly if we have parts of the economy that are remaining buoyant and so are providing demand, as the Fed is trying to lean against demand to bring it back into line with supply so that we stop getting an acceleration in prices.",Economy,Inflation
2/13/2023,KRO,"I also think it's worth thinking about what inflation looks like when the dust has finally settled on the Pandemic, on the war on supply chain disruptions.",Economy,Inflation
2/13/2023,KRO,"But I do think that if you believe that we lived in secular stagnation and that was driving low inflation, low rates, low growth, and it was based on an excess of global savings, we're all going to be spending a lot of money on defense, on the green transition that could fundamentally be moderately inflationary. At the end of the day, we could be deglobalizing.",Economy,Inflation
2/13/2023,KRO,I wish we had some metric for figuring out exactly what the lag is for monetary policy feeding through into the real economy.,Policy,Hiking Cycle
2/13/2023,KRO,But I will say that I think the markets have been mispricing the Fed for a while now.,Markets,Equity
2/13/2023,KRO,So I think that Fed rates could get a bit higher than the markets are pricing. Markets are still pricing in cuts this year. I think that's unrealistic. I think the Fed will keep rates high through this year and maybe start to cut next year.,Policy,Hiking Cycle
2/13/2023,KRO,I don't think we'll be going into a recession in the first half of this year.,Economy,Recession
2/13/2023,KRO,"So I think the recession will take a while, thanks partly to the huge cash buffer that companies and consumers have off the back of stimulus measures when the Pandemic hit.",Economy,Recession
2/10/2023,BAI,We're in for probably a ten year cycle of going back to what I'll call normalized interest rates.,Economy,Interest Rates
2/10/2023,BAI,"Getting harder to cash in and more important, to do the due diligence of building up right now at a time when the IPO market hasn't fully recovered.",Markets,Equity
2/10/2023,BAI,"Because fundamentally, what private equity is trying to do is inject capital, in businesses, and then grow them.",Corporate,Private Equity
2/10/2023,BAI,You just have to become more selective and more fundamental.,Investments,Risk Management
2/10/2023,BAI,"When they broke Glass Steagall and changed all the rules, banks have had to be much more conservative.",Markets,Banks
2/10/2023,BAI,"And large private equity firms are becoming more like the merchant banks of the old and branching out into debt services, branching out into selling and buying of companies.",Markets,Banks
2/10/2023,BAI,"In the last five to ten years, as we've talked, there was a speculative bubble where people believe that everything could be Amazon, that the weight of money and putting money into growth capital. Companies would gain share and you could lose money for a long period of time. When money is cheap, you probably can do that.",Corporate,Cost of Capital
2/10/2023,BAI,"And when you change interest rates, the value plummets. And you've seen that now in the tech market. So I think we're going to go back to the future.",Markets,Equity
2/10/2023,BAI,But you have to kind of go back to fundamentals and have companies that gain share and become profitable because you can't take the strategy of losing money for five to ten to 15 years to then create a great business at the end.,Corporate,Business Model
2/10/2023,BAI,Over the past decade we were talking about companies that would borrow money to pay their stockholders.,Corporate,Capital Allocation
2/10/2023,RBC,Every guest coming on and saying duration has been overbid and perhaps you want to fade that a little bit and you're seeing that on the margins.,Investments,Bonds
2/10/2023,RBC,Volatility coming down has always been supportive of risk assets.,Investments,Stocks
2/10/2023,RBC,"We've had a very strong rally in January, probably gone a little bit too far coming from two things: I think its portfolio managers were under positioned in risk at year end plus we're seeing more economic strength than we expected.",Markets,Equity
2/10/2023,DWS,Corporate balance sheets still have some decent cash.,Corporate,Balance Sheet
2/10/2023,DWS,Any treasurer who didn't foresee this recession ought to be taken out and shot because it's been so well advanced.,Corporate,Financial Planning
2/10/2023,DWS,"Retail money is flowing into high yield. Institutional money is flowing into high yield again. I think it's a repositioning from being way short at year end, but that window can shut fairly quickly.",Investments,Bonds
2/10/2023,DWS,This is a credit market that's almost a little bit frothy.,Investments,Bonds
2/10/2023,DWS,The weaker dollar trend that started in the fourth quarter really spurring this risk on rally.,Markets,Equity
2/10/2023,JOH,Revenue growth was the major driver of earnings. But now we're hearing more about margin pressure.,Corporate,Margins
2/10/2023,JOH,Buybacks are sort of back in the narrative.,Corporate,Buybacks
2/10/2023,JOH,"So we think this is going to be a tough environment for companies going forward. Costs are elevated, especially the cost of capital having risen a lot that is yet to be absorbed, and top line growth slowing meaningfully as consumers start to retrench.",Corporate,Cost of Capital
2/10/2023,JOH,This year's rally is not based on fundamentals.,Markets,Equity
2/10/2023,JOH,I'm wondering about the messaging around an active portfolio about whether this is about avoiding losses or about whether this is delivering outsized gains and what that tells us about where the sentiment on the risk reward continuum really has shifted.,Investments,Risk Management
2/10/2023,JOH,"Yeah, to us, it's all about risk management in this environment.",Investments,Risk Management
2/10/2023,JOH,"So we would be careful about reaching for the riskier corners or pockets of the market here, and we would be redeploying assets in higher quality, more defensive areas.",Investments,Risk Management
2/9/2023,APO,Followed this discipline and mantra of purchase price matters.,Markets,Equity
2/9/2023,APO,Companies are much more focused on returning capital to shareholders.,Corporate,Capital Allocation
2/9/2023,APO,"We're not in that zero cost of capital world anymore. What's going on at the big oil majors, what's going on at Disney, what's going on a lot of other companies, these companies now are very focused on cash flow generation.",Corporate,Cash Flow
2/9/2023,PAN,"I see a big downshift in inventory dynamics, and hence quite a good probability of a shockingly low negative GDP number for the first quarter and probably for the second quarter as well.",Economy,GDP
2/9/2023,PAN,"So the NBER defines recession in much more broad terms. It's all about falling output, falling incomes, falling employment. I don't think we're going to get that.",Economy,Recession
2/9/2023,PAN,"The market shorthand for recession, of course, is two quarters of falling GDP and I think there's a very good chance that we get that.",Economy,Recession
2/9/2023,PAN,"So the Fed is hammering away with rates, but the private sector's debt service costs are still very low, their balance sheets are pretty strong, savings build up is still there for some people anyway, and so there's quite a lot of protection against what the Fed is doing.",Economy,Interest Rates
2/9/2023,PAN,We can get the sustained disinflation that we need without a recession if wage growth doesn't spiral.,Economy,Inflation
2/9/2023,WIL,"We also see supply chain challenges, and then also the energy transition is going to keep some upward pressure on inflation, so we expect it to keep coming down in the near term.",Economy,Inflation
2/9/2023,WIL,"And if you look at production and supervisory workers, the slowdown in wage growth from last year into this year is even more encouraging.",Economy,Labor
2/9/2023,WIL,"We know that employers are dealing with higher borrowing costs, a little bit of softening in demand.",Corporate,Cost of Capital
2/9/2023,WIL,"If companies get spooked and those higher borrowing costs hit their capex and their hiring decisions, well, that's going to lead to recession. I actually think it's going to have a lot more to do with the lagged effects and all of the hikes that were last year much more important than whether the Fed stops at five or 5.",Corporate,Cost of Capital
2/9/2023,WIL,Businesses are reevaluating those CAPEX decisions.,Corporate,Capital Allocation
2/9/2023,WIL,"We know that residential investment has been hit very hard and this is exactly what they're trying to do, is to engineer that slowdown in the economy.",Policy,Housing
2/9/2023,BUL,We saw emerging markets get devastated last year during Federal Reserve hiking cycle with the dollar appreciating in value. It is the darling this year as it seems the Fed is maybe going to stop pretty soon. I think that the momentum could carry us higher for the next month but I still think it's a bit early to jump into that trade.,Markets,Equity
2/9/2023,BUL,"Everyone's jazzed about the China reopening trade, and that's fantastic for emerging markets.",Markets,Equity
2/9/2023,BUL,A weakening dollar is very favorable for emerging markets.,Markets,Equity
2/9/2023,BUL,Economic growth this year is going to be stellar in emerging markets.,Economy,Growth
2/9/2023,BUL,"I think US recession is not priced, particularly in the equity markets, and we have not seen difficulties with financing. There's a lot of names in the emerging space as well as in high yield that have not had those financing difficulties that I do expect to come to the fore as we feel the repercussions and the ramifications of 500 basis points and tightening in more than a year.",Corporate,Financing
2/8/2023,BMB,And any disagreement between the market and the Fed will be resolved by the economic data.,Policy,Economy
2/8/2023,BMB,"We had a very strong employment report, and the market is now repriced to basically mimic what the Fed is written down in their December summary of economic projections.",Economy,Labor
2/8/2023,BMB,"Well, I think part of the problem is debates and muddled is that people have either put themselves in the transitory camp or the non transitory camp and the reality is we have some of those in the transitory side.",Economy,Inflation
2/8/2023,BMB,"We had a lot of goods pressure inflation in the goods market sector of the economy because of the shifting composition of demand towards goods during the Pandemic. That's all unwinding now, but we still have quite a bit of pressure in services inflation.",Economy,Inflation
2/8/2023,BMB,We need to get services inflation ex housing down. We're not going to do that until we have more slack in the labor market.,Economy,Inflation
2/8/2023,BMB,The labor market is basically the tightest labor market in memory and that is not consistent with a 2% inflation outturn.,Economy,Labor
